drug_id,side_effect
CID100002156,Dyskinesia
CID100002156,Visual disturbance
CID100002156,Hot flush
CID100002156,Hepatic granuloma
CID100002156,Gritty feeling in eyes
CID100002156,Eosinophilic pneumonia
CID100002156,Renal impairment
CID100002159,Agranulocytosis
CID100002159,Anxiety
CID100002159,Diarrhoea
CID100002159,Extrapyramidal disorder
CID100002159,Extrapyramidal disorder
CID100002159,Hypertension
CID100002159,Immune system disorder
CID100002159,Menstrual disorder
CID100002159,Muscle rigidity
CID100002159,Nausea
CID100002159,Neuroleptic malignant syndrome
CID100002159,Salivary hypersecretion
CID100002159,Skin disorder
CID100002159,Torsade de pointes
CID100002159,Trismus
CID100002159,Vaginal inflammation
CID100002159,Vaginal infection
CID100002159,Angiopathy
CID100002159,Weight decreased
CID100002159,Ventricular arrhythmia
CID100002159,Deep vein thrombosis
CID100002159,Deep vein thrombosis
CID100002159,Extrapyramidal disorder
CID100002159,Galactorrhoea
CID100002159,Insomnia
CID100002159,Venous thromboembolism
CID100002159,Somnolence
CID100002160,Agranulocytosis
CID100002160,Anorexia
CID100002160,Arthritis
CID100002160,Feeling abnormal
CID100002160,Eosinophilia
CID100002160,Asthenia
CID100002160,Hallucination
CID100002160,Headache
CID100002160,Block heart
CID100002160,Inappropriate antidiuretic hormone secretion
CID100002160,Myocardial infarction
CID100002160,Acute coronary syndrome
CID100002160,Palpitations
CID100002160,Ileus paralytic
CID100002160,Neuropathy peripheral
CID100002160,Purpura
CID100002160,Sleep disturbance
CID100002160,Thrombocytopenia
CID100002160,Tinnitus
CID100002160,Torsade de pointes
CID100002160,Pollakiuria
CID100002160,Urticaria
CID100002160,Ventricular tachycardia
CID100002160,Drug withdrawal syndrome
CID100002160,Accommodation disorder
CID100002160,Extrapyramidal symptoms
CID100002160,Mental disability
CID100002160,Black hairy tongue
CID100002160,Paraesthesia
CID100002160,Hyperpyrexia
CID100002160,Parotid swelling
CID100002160,Parotid gland enlargement
CID100002160,Serotonin syndrome
CID100002160,Mental status changes
CID100002160,Insomnia
CID100002160,Lupus-like syndrome
CID100002160,Ageusia
CID100002161,Headache
CID100002161,Nausea
CID100002161,Nervous system disorder
CID100002161,Throat sore
CID100002162,Amnesia
CID100002162,Asthenia
CID100002162,Asthenia
CID100002162,Mental disorder
CID100002162,Connective tissue disorder
CID100002162,Diarrhoea
CID100002162,Diarrhoea
CID100002162,Dyspepsia
CID100002162,Oedema
CID100002162,Erythema multiforme
CID100002162,Dermatitis
CID100002162,Cardiac disorder
CID100002162,Cardiac failure congestive
CID100002162,Haemoglobin
CID100002162,Immune system disorder
CID100002162,Immune system disorder
CID100002162,Jaundice
CID100002162,Chronic obstructive pulmonary disease
CID100002162,Mediastinal disorder
CID100002162,Nervousness
CID100002162,Pruritus
CID100002162,Syncope
CID100002162,Tachycardia
CID100002162,Tremor
CID100002162,Xerophthalmia
CID100002162,Agitation
CID100002162,Mood swings
CID100002162,Eye pain
CID100002162,Skin discolouration
CID100002162,Dry skin
CID100002162,Malaise
CID100002162,Dizziness postural
CID100002162,Peripheral ischaemia
CID100002162,Rash maculo-papular
CID100002162,Visual disturbance
CID100002162,Menopausal symptoms
CID100002162,Somnolence
CID100002163,Anxiety
CID100002163,Atelectasis
CID100002163,Confusional state
CID100002163,Confusional state
CID100002163,Constipation
CID100002163,Dermatitis exfoliative
CID100002163,Dizziness
CID100002163,Hypersensitivity
CID100002163,Nausea
CID100002163,Tension
CID100002163,Liver injury
CID100002168,Burning sensation
CID100002168,Burning sensation
CID100002170,Decreased appetite
CID100002170,Feeling abnormal
CID100002170,Flatulence
CID100002170,Hepatitis
CID100002170,Nasal congestion
CID100002170,Nightmare
CID100002170,Cerebrovascular accident
CID100002170,Loss of consciousness
CID100002170,Thrombocytopenia
CID100002170,Tinnitus
CID100002170,Dry mouth
CID100002170,Accommodation disorder
CID100002170,Menstruation irregular
CID100002170,Menstruation irregular
CID100002170,Excitement
CID100002170,Galactorrhoea
CID100002170,Vision blurred
CID100002170,Lacrimation
CID100002170,Drug fever
CID100002170,Body temperature increased
CID100002171,Anaphylactic shock
CID100002171,Anaemia
CID100002171,Angioedema
CID100002171,Angioedema
CID100002171,Coma
CID100002171,Confusional state
CID100002171,Dizziness
CID100002171,Epilepsy
CID100002171,Haemorrhage
CID100002171,Immune system disorder
CID100002171,Immune system disorder
CID100002171,Nausea
CID100002171,Tubulointerstitial nephritis
CID100002171,Convulsion
CID100002171,Thrombocytopenia
CID100002171,Tooth discolouration
CID100002171,Urethral disorder
CID100002171,Hemorrhagic colitis
CID100002171,Crystalluria
CID100002171,Convulsion
CID100002171,Infestation
CID100002171,Hepatitis
CID100002171,Appetite absent
CID100002173,Erythema multiforme
CID100002173,Body temperature increased
CID100002173,Body temperature increased
CID100002173,Glossitis
CID100002173,Laryngospasm
CID100002173,Leukopenia
CID100002173,Stomatitis
CID100002173,Anaphylactoid reaction
CID100002177,Fatigue
CID100002177,Blood triglycerides increased
CID100002177,Hypertrophy of breast
CID100002177,Myocardial infarction
CID100002177,Myositis
CID100002177,Tremor
CID100002177,Hepatobiliary disease
CID100002177,Affective disorder
CID100002177,Sleep disorder
CID100002177,Sleep disorder
CID100002179,Abdominal pain
CID100002179,Agranulocytosis
CID100002179,Agranulocytosis
CID100002179,Anaemia
CID100002179,Anorexia
CID100002179,Infection
CID100002179,Dysphagia
CID100002179,Rash
CID100002179,Gingivitis
CID100002179,Haemorrhage
CID100002179,Jaundice
CID100002179,Pain
CID100002179,Convulsion
CID100002179,Stomatitis
CID100002179,Urinary tract disorder
CID100002179,Ventricular fibrillation
CID100002179,Weight increased
CID100002179,Mood swings
CID100002179,Affect lability
CID100002179,Blood creatinine increased
CID100002179,Blood alkaline phosphatase increased
CID100002179,Aspartate aminotransferase increased
CID100002179,Sepsis
CID100002179,Hepatobiliary disease
CID100002179,Vision blurred
CID100002179,Hyperuricaemia
CID100002179,Blood and lymphatic system disorders
CID100002182,Decreased appetite
CID100002182,Arthritis
CID100002182,Back pain
CID100002182,Neck pain
CID100002182,Infection
CID100002182,Conjunctivitis
CID100002182,Cough
CID100002182,Dehydration
CID100002182,Dizziness
CID100002182,Dysarthria
CID100002182,Rash
CID100002182,Eye disorder
CID100002182,Fatigue
CID100002182,Asthenia
CID100002182,Flatulence
CID100002182,Gastritis
CID100002182,Gastrointestinal disorder
CID100002182,Headache
CID100002182,Haematuria
CID100002182,Hypertension
CID100002182,Pulmonary hypertension
CID100002182,Myocardial infarction
CID100002182,Nervousness
CID100002182,Nocturia
CID100002182,Palpitations
CID100002182,Pancytopenia
CID100002182,Supraventricular tachycardia
CID100002182,Essential thrombocythaemia
CID100002182,Urinary tract infection
CID100002182,Ventricular tachycardia
CID100002182,Vomiting
CID100002182,Weight decreased
CID100002182,Chills
CID100002182,Oedema peripheral
CID100002182,Migraine
CID100002182,Skin discolouration
CID100002182,Malnutrition
CID100002182,Malaise
CID100002182,Hepatobiliary disease
CID100002182,Fluid retention
CID100002182,Photosensitivity
CID100002182,Blood and lymphatic system disorders
CID100002182,Raised liver function tests
CID100002187,Anaphylactic shock
CID100002187,Angina pectoris
CID100002187,Anxiety
CID100002187,Dermatitis bullous
CID100002187,Bronchitis
CID100002187,Cardiovascular disorder
CID100002187,Feeling abnormal
CID100002187,Depression
CID100002187,Dyspepsia
CID100002187,Dyspnoea
CID100002187,Dermatitis
CID100002187,Fracture
CID100002187,Hepatitis toxic
CID100002187,Hypertension
CID100002187,Jaundice
CID100002187,Myocardial infarction
CID100002187,Myocardial infarction
CID100002187,Pain
CID100002187,Pulmonary embolism
CID100002187,Vaginal inflammation
CID100002187,Oedema peripheral
CID100002187,Cataract specified
CID100002187,Cataract
CID100002187,Accidental injury
CID100002187,Myocardial ischaemia
CID100002187,Blood alkaline phosphatase increased
CID100002187,Joint stiffness
CID100002187,Discomfort
CID100002187,Digestion impaired
CID100002187,Gastrointestinal disorder
CID100002187,Cutaneous vasculitis
CID100002187,Hepatitis acute
CID100002187,Anaphylactoid reaction
CID100002187,Influenza-like symptoms
CID100002187,Endometrial cancer
CID100002187,Osteoporotic fracture
CID100002187,Ageusia
CID100002215,Anxiety
CID100002215,Back pain
CID100002215,Diarrhoea
CID100002215,Dizziness
CID100002215,Oedema
CID100002215,Oedema
CID100002215,Pain in extremity
CID100002215,Syncope
CID100002215,Injection site reaction
CID100002216,Abdominal pain
CID100002216,Mental disorder
CID100002216,Blepharitis
CID100002216,Eyelid ptosis
CID100002216,Blepharospasm
CID100002216,Blepharospasm
CID100002216,Dermatitis
CID100002216,Oedema
CID100002216,Fatigue
CID100002216,Headache
CID100002216,Inflammation
CID100002216,Mydriasis
CID100002216,Nausea
CID100002216,Nervous system disorder
CID100002216,Tension
CID100002216,Palpitations
CID100002216,Angiopathy
CID100002216,Vasodilation
CID100002216,Lacrimation increased
CID100002216,Feeling abnormal
CID100002216,Myalgia
CID100002216,Discomfort
CID100002216,Corneal erosion
CID100002216,Sensation of foreign body
CID100002216,Face oedema
CID100002216,Throat irritation
CID100002216,Rhinorrhoea
CID100002216,Visual impairment
CID100002232,Angina pectoris
CID100002232,Aortic valve stenosis
CID100002232,Apnoea
CID100002232,Infection
CID100002232,Feeling abnormal
CID100002232,Dyspnoea
CID100002232,Dermatitis
CID100002232,Headache
CID100002232,Cardiac arrest
CID100002232,Hypotension
CID100002232,Pain
CID100002232,Pain
CID100002232,Tachycardia
CID100002232,Urinary tract infection
CID100002232,Ventricular tachycardia
CID100002232,Vomiting
CID100002232,Kidney function abnormal
CID100002232,Dyspepsia
CID100002232,Peripheral ischaemia
CID100002232,Sepsis
CID100002232,Sepsis
CID100002244,Confusional state
CID100002244,Dyspepsia
CID100002244,Dyspnoea
CID100002244,Gastrointestinal haemorrhage
CID100002244,Hypertension
CID100002244,Hepatocellular injury
CID100002244,Melaena
CID100002244,Pruritus
CID100002244,Respiratory failure
CID100002249,Anorexia
CID100002249,Atrioventricular block
CID100002249,Catatonia
CID100002249,Chest pain
CID100002249,Disturbance in sexual arousal
CID100002249,Depression
CID100002249,Dyspepsia
CID100002249,Oedema
CID100002249,Cardiac failure congestive
CID100002249,Leg pain
CID100002249,Nightmare
CID100002249,Pruritus
CID100002249,Pulmonary oedema
CID100002249,Sick sinus syndrome
CID100002249,Dizziness
CID100002249,Syncope
CID100002249,Supraventricular tachycardia
CID100002249,Dizziness
CID100002249,Systolic hypertension
CID100002249,Erectile dysfunction
CID100002249,Oropharyngeal discomfort
CID100002249,Bradycardia
CID100002249,Thrombocytopenic purpura
CID100002249,Insomnia
CID100002250,Abdominal pain
CID100002250,Alopecia
CID100002250,Amblyopia
CID100002250,Amblyopia
CID100002250,Anaemia
CID100002250,Arrhythmia
CID100002250,Back pain
CID100002250,Mental disorder
CID100002250,Cheilitis
CID100002250,Chest pain
CID100002250,Constipation
CID100002250,Cystitis
CID100002250,Dysgeusia
CID100002250,Dysgeusia
CID100002250,Dyspnoea
CID100002250,Dyspnoea
CID100002250,Toxic epidermal necrolysis
CID100002250,Epididymitis
CID100002250,Facial paralysis
CID100002250,Flatulence
CID100002250,Gastroenteritis
CID100002250,Gastrointestinal disorder
CID100002250,Gingival bleeding
CID100002250,Gynaecomastia
CID100002250,Hepatitis
CID100002250,Hyperglycaemia
CID100002250,Hyperglycaemia
CID100002250,Hypoaesthesia
CID100002250,Influenza
CID100002250,Nephrolithiasis
CID100002250,Hypertonia
CID100002250,Hypertonia
CID100002250,Myositis
CID100002250,Pneumonia
CID100002250,Pneumonia
CID100002250,Refraction disorder
CID100002250,Rhinitis
CID100002250,Seborrhoeic dermatitis
CID100002250,Stomatitis
CID100002250,Dizziness
CID100002250,Thrombocytopenia
CID100002250,Urinary tract infection
CID100002250,Urticaria
CID100002250,Vomiting
CID100002250,Mood swings
CID100002250,Oedema peripheral
CID100002250,Mouth ulceration
CID100002250,Mouth ulceration
CID100002250,Nuchal rigidity
CID100002250,Blood creatine phosphokinase increased
CID100002250,Generalised oedema
CID100002250,Malnutrition
CID100002250,Photosensitivity reaction
CID100002250,Myalgia
CID100002250,Rectal tenesmus
CID100002250,Memory impairment
CID100002250,Blood bilirubin increased
CID100002250,Dry eye
CID100002250,Hyperkinesia
CID100002250,Coordination abnormal
CID100002250,Cerebral haemorrhage
CID100002250,White blood cells urine positive
CID100002250,Amnesia
CID100002250,Blood and lymphatic system disorders
CID100002250,Ischaemic stroke
CID100002250,Renal failure
CID100002265,Bacterial infection
CID100002265,Neoplasm malignant
CID100002265,Varicella
CID100002265,Cholestasis
CID100002265,Colitis
CID100002265,Diarrhoea
CID100002265,Diverticulitis
CID100002265,Diverticulitis
CID100002265,Gastrointestinal disorder
CID100002265,Headache
CID100002265,Haemoglobin
CID100002265,Hepatitis B
CID100002265,Hodgkin's disease
CID100002265,Immune system disorder
CID100002265,Lymphoproliferative disorder
CID100002265,Myasthenia gravis
CID100002265,Neoplasm
CID100002265,Pancreatitis
CID100002265,Peliosis hepatis
CID100002265,Peliosis hepatis
CID100002265,Polyp
CID100002265,Erythema multiforme
CID100002265,Vasculitis
CID100002265,Vomiting
CID100002265,Hepatic function abnormal
CID100002265,Hepatic function abnormal
CID100002265,Malaise
CID100002265,Feeling abnormal
CID100002265,Ill-defined disorder
CID100002265,Cervical dysplasia
CID100002265,Pancytopenia
CID100002265,Hepatosplenic T-cell lymphoma
CID100002266,Herpes labialis
CID100002266,Hypertrichosis
CID100002266,Erythema
CID100002266,Dry skin
CID100002266,Leukoderma
CID100002266,Leukoderma
CID100002266,Pain
CID100002267,Albuminuria
CID100002267,Amenorrhoea
CID100002267,Confusional state
CID100002267,Feeling abnormal
CID100002267,Conjunctivitis
CID100002267,Joint dislocation
CID100002267,Gastroenteritis
CID100002267,Headache
CID100002267,Nasopharyngitis
CID100002267,Pain
CID100002267,Palpitations
CID100002267,Pharyngitis
CID100002267,Pruritus
CID100002267,Ulcerative stomatitis
CID100002267,Pollakiuria
CID100002267,Xerophthalmia
CID100002267,Malaise
CID100002267,Feeling abnormal
CID100002267,Thinking abnormal
CID100002267,Muscle contractions involuntary
CID100002267,Application site irritation
CID100002267,Face oedema
CID100002267,Throat irritation
CID100002267,Parosmia
CID100002269,Abdominal pain
CID100002269,Acquired immunodeficiency syndrome
CID100002269,Anaphylactic shock
CID100002269,Angioedema
CID100002269,Arthralgia
CID100002269,Chest pain
CID100002269,Dermatitis
CID100002269,Dermatitis exfoliative
CID100002269,Eczema
CID100002269,Erythema multiforme
CID100002269,Fatigue
CID100002269,Fatigue
CID100002269,Body temperature increased
